Ttimestamp,Average S,Average E,Average I,Average R,STD S,STD E,STD I,STD R
240,0.27183,0.00464,0.00853,0.715,0.0233800033266797,0.00116923526764767,0.00211715217528956,0.0221529029951181
241,0.27234,0.00469,0.00867,0.7143,0.0232409695724311,0.00107232872240227,0.00213231746646173,0.0220767348632497
242,0.27266,0.00487,0.00892,0.71355,0.0233059935066784,0.00122750876892093,0.00217347647790355,0.022151410790286
243,0.27317,0.00487,0.00918,0.71278,0.0233758683736503,0.00134168219452712,0.00232369437653827,0.0223308854379858
244,0.27376,0.00489,0.0092,0.71215,0.0238231540033361,0.00152785252342408,0.00201108041719978,0.0226493683993371
245,0.27402,0.00528,0.00901,0.71169,0.024013597999652,0.00147783625615289,0.00211158181886892,0.0228165364008943
246,0.2746,0.0052,0.00938,0.71082,0.023977582122567,0.00139761701954911,0.00215499419952816,0.022875304490991
247,0.27538,0.00508,0.00953,0.71001,0.0242842335683052,0.00142032860047713,0.00221562632228451,0.0228323576433875
248,0.27572,0.00516,0.0098,0.70932,0.0242933369923159,0.00158057654740991,0.00246215804168259,0.0230351808231573
249,0.27584,0.00536,0.00976,0.70904,0.0245593249997724,0.00180382310046683,0.00246089414644352,0.0230533294775397
250,0.27618,0.00519,0.00993,0.7087,0.0247649304012302,0.00162374738046149,0.00245268560289872,0.0230555850066746
251,0.27638,0.00547,0.00994,0.70821,0.0246959645826331,0.00147952695142738,0.002850419072503,0.0230335238776489
252,0.27674,0.00555,0.00997,0.70774,0.0245586916046709,0.00147892603676527,0.00288754028350929,0.0231142188081516
253,0.27724,0.00552,0.00998,0.70726,0.024846828547903,0.00149056290634705,0.00272062084417836,0.0231787354654601
254,0.27748,0.00576,0.01007,0.70669,0.025297334071224,0.00149383920003311,0.00267168278223461,0.0234832540807747
255,0.27776,0.00564,0.01033,0.70627,0.0253979964214153,0.00166012047755577,0.00297323243476038,0.0234372945916925
256,0.27791,0.00589,0.01043,0.70577,0.0253368615964084,0.00166095688618873,0.00265917698211725,0.0236680304771366
257,0.27792,0.0061,0.01063,0.70535,0.0253810427944427,0.00155991452757301,0.00264325136484932,0.023718031115588
258,0.27831,0.00625,0.01085,0.70459,0.025857405988313,0.00170570936693343,0.00281039736217734,0.0238698996879147
259,0.27876,0.006,0.01122,0.70402,0.0259643430710486,0.00154272486205415,0.00272674001531336,0.0242739366399437
260,0.27841,0.00604,0.01166,0.70389,0.0261653481621102,0.00157846620348855,0.00255308092747218,0.0245089756801236
261,0.2786,0.00592,0.01156,0.70392,0.0264892011540133,0.00151055545339381,0.00258336559119645,0.0247643919996254
262,0.27868,0.00603,0.01166,0.70363,0.0265545057905015,0.00151220956807507,0.00279690304920758,0.0245041062318588
263,0.27893,0.00624,0.01147,0.70336,0.0267083445137782,0.0014439144326756,0.00299074498337046,0.0242987516826139
264,0.27901,0.00624,0.01155,0.7032,0.0268040399110947,0.00152985111839174,0.00267093408546315,0.0247255603239509
265,0.27941,0.0061,0.01149,0.703,0.0270526831694504,0.00129786148892879,0.00264803910679414,0.0250289166099267
266,0.27984,0.00605,0.01172,0.70239,0.0270727907685927,0.00127562620787683,0.00274663430401646,0.0248867858734532
267,0.27956,0.00661,0.01182,0.70201,0.0276409197467169,0.00133287492119687,0.00264062282215558,0.0252699404211583
268,0.27967,0.00671,0.01184,0.70178,0.0279372332202027,0.0015007035387148,0.00264205307373725,0.02571336876672
269,0.27968,0.0066,0.01199,0.70173,0.0283345411507267,0.00169509095134548,0.00234067891385764,0.026066924551154
270,0.27969,0.00665,0.01221,0.70145,0.0284082323749062,0.00173605555466664,0.00233497561253027,0.0264542477160516
271,0.2795,0.00654,0.01249,0.70147,0.0286350988978367,0.00200953283681114,0.00249508405558699,0.0262342037127953
272,0.27949,0.00691,0.01247,0.70113,0.0287032886230442,0.00206152586422991,0.00290633407883157,0.0261891007863959
273,0.27924,0.00679,0.01267,0.7013,0.0288266157878059,0.00193244232341701,0.00303865832966532,0.026334008430165
274,0.27878,0.00711,0.01274,0.70137,0.028757870420306,0.00191337398330802,0.00299859226230502,0.026295586870973
275,0.27886,0.00722,0.0126,0.70132,0.0289152862302585,0.00191415777824086,0.00304338992280355,0.0266611577643082
276,0.27851,0.00738,0.01281,0.7013,0.0290798689436142,0.00195209289396449,0.0029486154943182,0.0268025289022427
277,0.27823,0.00761,0.01289,0.70127,0.0291148320353122,0.00179347583076984,0.00313349290373822,0.0271061719089132
278,0.27825,0.00745,0.0131,0.7012,0.0296527027061241,0.00182467653145549,0.00323041105055619,0.0274465541249413
279,0.27796,0.00746,0.0133,0.70128,0.0295346576076311,0.00165744113352816,0.00331360830515618,0.0274130463668508
280,0.27763,0.0074,0.01357,0.7014,0.0295804383560037,0.00145143607047182,0.00342573593066755,0.0274932314902737
281,0.27756,0.00731,0.0138,0.70133,0.0298960123688019,0.00197115307483829,0.00309264360126485,0.0276257951117349
282,0.27734,0.00733,0.01386,0.70147,0.0300886911203085,0.0016826236127614,0.00340561627642079,0.0279788034848605
283,0.27723,0.00744,0.0138,0.70153,0.0298829587260402,0.00155863187871073,0.00321282153600573,0.0280617196748722
284,0.2768,0.00748,0.01402,0.7017,0.0298543873567093,0.00162876913308452,0.00311476769242552,0.0279616801275523
285,0.27619,0.0076,0.01428,0.70193,0.029972374317398,0.00139283882771841,0.00300251746224916,0.0279828141702883
286,0.27575,0.00755,0.01424,0.70246,0.0302921790419757,0.00159530561335438,0.00291555216801971,0.0281412390156036
287,0.27538,0.00764,0.0145,0.70248,0.0304384552097434,0.00176773552571896,0.00294127712246077,0.0282720042130412
288,0.27505,0.00767,0.0149,0.70238,0.0303012375984876,0.00190324284665235,0.00337474278855276,0.0278923645465923
289,0.27488,0.00756,0.01497,0.70259,0.0303271715353301,0.00169718721549641,0.00329276985732883,0.0280093020262912
290,0.27426,0.00798,0.01481,0.70295,0.0308853507166244,0.00215293081893291,0.0031564572264205,0.0284632023653153
291,0.2739,0.00788,0.01473,0.70349,0.0307702237019276,0.00157536591869247,0.00338429378814021,0.028578447590215
292,0.27386,0.00788,0.01458,0.70368,0.0307010387084505,0.00185520289396545,0.00324475645379502,0.028751687873159
293,0.27341,0.00792,0.01453,0.70414,0.0307738507322189,0.00155263217365436,0.00369355294172607,0.0288904136349759
294,0.27306,0.00794,0.01473,0.70427,0.0307948841350132,0.00170958084531462,0.00324826449388319,0.0289668028381916
295,0.27276,0.00791,0.01478,0.70455,0.0308426184217733,0.00185678934364312,0.00337599368087876,0.0290575387043631
296,0.27248,0.00812,0.0149,0.7045,0.0313624262100013,0.00171516115213055,0.00342993359184175,0.0292041473462627
297,0.2721,0.00829,0.01517,0.70444,0.0312683013076609,0.00177040485012139,0.00304851512124254,0.0292325237440157
298,0.27153,0.00807,0.01551,0.70489,0.0312143503322858,0.00177767013563009,0.00338836243634001,0.0290579287324858
299,0.27117,0.0085,0.01529,0.70504,0.0314337769498566,0.00202210011841375,0.00294409012543208,0.0292583587296956
300,0.27073,0.00831,0.01557,0.70539,0.0312701153037707,0.00177479263264441,0.0027552172731424,0.0295351936961088
301,0.27033,0.00842,0.01548,0.70577,0.0314007094753535,0.00198315125214616,0.00268361282188355,0.0294654995998145
302,0.26974,0.0085,0.01562,0.70614,0.0314449501333503,0.00172046505340853,0.00316431491620049,0.0296582085320967
303,0.26876,0.00887,0.01588,0.70649,0.0317995178160508,0.00209340233431926,0.00345375801764461,0.0299886070959549
304,0.26774,0.00876,0.01607,0.70743,0.032182127545166,0.00206892349893476,0.00360001543206569,0.0300028906014811
305,0.26714,0.00905,0.01618,0.70763,0.0323270853069751,0.00202936771762373,0.00380169552816752,0.0305196858146053
306,0.26643,0.00896,0.01684,0.70777,0.0321234441906012,0.00205545345091756,0.00388221013799557,0.0304148373879153
307,0.26599,0.00858,0.01697,0.70846,0.0322414312475251,0.00185100573262814,0.0042773434122907,0.0303136272986259
308,0.26557,0.00849,0.01685,0.70909,0.0323472839320054,0.00169407464088478,0.00432852297107352,0.0306373211042422
309,0.26526,0.00883,0.01645,0.70946,0.0322865021676586,0.00179756007471857,0.00396631651115574,0.0303946340293444
310,0.2647,0.00905,0.01655,0.7097,0.0324856891569195,0.00186443318762328,0.0041202076538824,0.030454337403179
311,0.26413,0.00878,0.01672,0.71037,0.032707595108442,0.00161093485625928,0.00423787158318366,0.0303243228375434
312,0.26373,0.00871,0.01688,0.71068,0.0323816151542816,0.00135273385737509,0.00421077981693019,0.0301313347419814
313,0.26301,0.00875,0.01712,0.71112,0.0324983230336582,0.00149238809370158,0.00395412583400062,0.0300830258525376
314,0.26217,0.00881,0.01715,0.71187,0.032672314137678,0.00146017502756043,0.0041250589221381,0.0300863590352837
315,0.2612,0.00902,0.01683,0.71295,0.032470294116315,0.0016995424220785,0.00389702165477404,0.0302389833015449
316,0.26047,0.00878,0.01697,0.71378,0.0325946502086189,0.00148009008734829,0.00363472450430871,0.0304243981041532
317,0.25961,0.00895,0.01739,0.71405,0.0325428077051341,0.00153713297335584,0.00342618997981399,0.0309590500141361
318,0.25924,0.00883,0.0174,0.71453,0.0326311780016869,0.00162415790146429,0.0028882905363246,0.0311400438877875
319,0.25829,0.00877,0.01739,0.71555,0.0327563886898419,0.00157201215714835,0.00261212982491725,0.0313205736431077
320,0.25764,0.00884,0.0176,0.71592,0.0330778274175718,0.00152767070331855,0.00289443911281232,0.0312946498799892
321,0.25703,0.0088,0.01789,0.71628,0.0331164628411778,0.00122111060560095,0.00319668230792141,0.0315534396786714
322,0.25674,0.0089,0.01815,0.71621,0.0330686558541468,0.00175689119374726,0.00345229392336941,0.031409144103801
323,0.25608,0.00916,0.01772,0.71704,0.0330112034854162,0.0018596295927475,0.00324133031674068,0.0313455720778691
324,0.25538,0.00907,0.01762,0.71793,0.0327344466884657,0.00146973164595143,0.00317378148096067,0.0314920113326821
325,0.25475,0.00892,0.01791,0.71842,0.0327353784154086,0.00146120194056506,0.00292553888673143,0.0315045252481467
326,0.25419,0.0093,0.01783,0.71868,0.032821248198893,0.00173461491083436,0.00309050517265741,0.0315093213721485
327,0.25358,0.00911,0.01814,0.71917,0.0329968281303926,0.00181196639654885,0.00282300076750491,0.0315872354669484
328,0.25313,0.0089,0.01831,0.71966,0.0325137936540444,0.00156773013550731,0.00287767267075323,0.0316372565182255
329,0.25266,0.009,0.01788,0.72046,0.0322023187570916,0.00134494940012213,0.00252885569202972,0.0315467272470537
330,0.25195,0.00905,0.01785,0.72115,0.0320251723908969,0.00122315620879392,0.00267384450640729,0.0314674523207004
331,0.25143,0.00909,0.01779,0.72169,0.0323296234985123,0.00154016593622607,0.00234920790433239,0.0312784075326379
332,0.25073,0.00873,0.01814,0.7224,0.0319822190182816,0.00144840908892788,0.00193114819041246,0.031559538089846
333,0.25003,0.00915,0.01788,0.72294,0.0321897516472419,0.00137457064003435,0.00206117550064143,0.0315087007384028
334,0.24964,0.0091,0.01787,0.72339,0.0323168755365435,0.00158954920234218,0.00229591424539817,0.0312712310101296
335,0.24915,0.0093,0.0178,0.72375,0.032431474766892,0.00114406682011537,0.00269979423084221,0.0310313551105974
336,0.24873,0.00905,0.01809,0.72413,0.0326191508166598,0.000986858089539164,0.002564479587666,0.0308626005241151
337,0.24801,0.00882,0.01833,0.72484,0.0325155159543529,0.00135548269385239,0.00224897507520401,0.0311481477958339
338,0.24737,0.00884,0.01829,0.7255,0.0322162502128627,0.00124739729036101,0.00198295514601594,0.0311113769829909
339,0.24686,0.00867,0.01795,0.72652,0.0322746271172194,0.00138487865493295,0.00222573333732702,0.0310564289282876
340,0.24621,0.00915,0.01795,0.72669,0.0324009756368882,0.00134432965533839,0.00262138640163305,0.0312782654392613
341,0.24597,0.00892,0.01822,0.72689,0.0324236213619365,0.000970452357294153,0.00248855156444243,0.0312107335525599
342,0.24521,0.00892,0.01815,0.72772,0.0320879156900746,0.000752477389841198,0.00237872514875791,0.0313982589750876
343,0.24445,0.0092,0.01809,0.72826,0.0319944526441694,0.000785988408170106,0.00221181172596383,0.0313348652107804
344,0.24363,0.00923,0.0182,0.72894,0.0316784206256141,0.00135896202219848,0.00221409625405542,0.0310745054488224
345,0.24298,0.00943,0.01799,0.7296,0.0317512484443963,0.00131237697836153,0.00208457296452881,0.0309831495422198
346,0.24269,0.00907,0.01841,0.72983,0.0311563244872619,0.00104141997078775,0.00205180137656862,0.0308704479325382
347,0.2419,0.00927,0.01844,0.73039,0.0311715325969777,0.000871843512971858,0.00208710325571113,0.0307550700427317
348,0.24137,0.00918,0.01822,0.73123,0.0311629783913897,0.00105914011243923,0.0019606121493044,0.0309151904409466
349,0.2406,0.00937,0.01831,0.73172,0.030798737347856,0.000967298643990917,0.00167693503485112,0.0307026166094466
350,0.23985,0.0093,0.01838,0.73247,0.0306683785754064,0.000926162932629987,0.00201041731433496,0.030789141303749
351,0.23906,0.0089,0.01877,0.73327,0.0305391624712343,0.00108627804912002,0.00210081994574605,0.030878941044019
352,0.23869,0.00916,0.01849,0.73366,0.0307323372940549,0.00150864177325169,0.00196324561207541,0.0310541891967359
353,0.2382,0.00907,0.01828,0.73445,0.0305305311669046,0.00117572672561839,0.00166052200627795,0.0311205987517379
354,0.23747,0.00937,0.01812,0.73504,0.0302315159321453,0.0011972654026758,0.001810954321775,0.0310206454549941
355,0.23746,0.00896,0.01813,0.73545,0.0299660252063344,0.00114328960071852,0.00187856328080797,0.0309319054986559
356,0.23706,0.00885,0.01817,0.73592,0.0293419759995055,0.00105961208835016,0.00161110727968893,0.0305563159501345
357,0.2363,0.00894,0.01811,0.73665,0.0290161640775926,0.00161809215504625,0.00166763305316248,0.0303237439054686
358,0.23579,0.00904,0.01798,0.73719,0.0284520434727943,0.00149086104874554,0.00158099827816337,0.0301774547929042
359,0.23524,0.0088,0.01828,0.73768,0.0280534093788576,0.00141578403877302,0.00180419264800384,0.0297638035203836
360,0.23454,0.00891,0.0181,0.73845,0.0275874850853305,0.00158986372581636,0.00175562587763516,0.0296216606181655
361,0.23411,0.00893,0.01797,0.73899,0.0273207877713005,0.00152173146996001,0.00175375787002273,0.0295382783670425
362,0.23355,0.00912,0.01786,0.73947,0.0271303950087966,0.0013612086132878,0.00208869975503103,0.029409410814303
363,0.23296,0.00912,0.01788,0.74004,0.026861877157869,0.00132564449734208,0.00228560714034586,0.0293503814095982
364,0.23208,0.00927,0.01825,0.7404,0.0266053795729778,0.00146973164595143,0.00228679785823856,0.0291316551766859
365,0.23161,0.00906,0.01808,0.74125,0.0263504775415298,0.00155863187871073,0.00263303795811775,0.0288105401237502
366,0.23096,0.00902,0.01803,0.74199,0.0260562297946405,0.00172613891548611,0.00260044867923467,0.0287465340906034
367,0.23045,0.00912,0.0176,0.74283,0.0254409665260143,0.00197585424563655,0.00260895892391327,0.0284096247384188
368,0.22989,0.00916,0.01767,0.74328,0.024997753232374,0.00193172346767221,0.00297696713675736,0.0284369399822758
369,0.22957,0.00895,0.0178,0.74368,0.0242616318036891,0.00207163381577601,0.00333566585057117,0.0284134084153552
370,0.22884,0.00915,0.0179,0.74411,0.0234174294063204,0.00229649491375202,0.00359165699921359,0.0280493790780949
371,0.22829,0.00935,0.0178,0.74456,0.0229210456422331,0.00229504296740218,0.00389472577839427,0.027498088822478
372,0.2277,0.00919,0.01785,0.74526,0.0220041915199001,0.00263331223620241,0.00378483817355511,0.0271499621444385
373,0.22746,0.00911,0.01791,0.74552,0.0217453034520611,0.00216817895940349,0.00392441078379927,0.0267695017178546
374,0.22736,0.00892,0.0181,0.74562,0.0209571626578282,0.00223348258207769,0.00414782406141394,0.0261825132483495
375,0.22705,0.00864,0.01818,0.74613,0.020510552839399,0.00225151800644217,0.00394371511254159,0.0256110241020455
376,0.22684,0.00857,0.01809,0.7465,0.0201849338754318,0.00239260434580303,0.00391306926990963,0.0254360636367606
377,0.22631,0.00872,0.01772,0.74725,0.0196086970500337,0.00274299106815899,0.00412816881653086,0.0251551298059771
378,0.22605,0.00834,0.01744,0.74817,0.0193511555784719,0.0026500314463543,0.00369660504908069,0.0242315244625215
379,0.22534,0.00833,0.01751,0.74882,0.0188145452007512,0.00244996598615845,0.00430179549077411,0.0237359923604077
380,0.22528,0.00855,0.01735,0.74882,0.0183150090241735,0.00226874904346475,0.0045387834885083,0.0230432829451207
381,0.22519,0.00824,0.01694,0.74963,0.0182012484309304,0.00209242018299916,0.00449893814632347,0.0225456598434772
382,0.22474,0.00849,0.01702,0.74975,0.0174853716638287,0.00256231232375065,0.00427623926157345,0.0219634671417991
383,0.22397,0.00877,0.01701,0.75025,0.0171892117329446,0.00241525245977402,0.00426912689486322,0.0216490312844607
384,0.22371,0.00867,0.01695,0.75067,0.0167980455212305,0.00222912538902593,0.00426959534902834,0.0210669330151939
385,0.22281,0.00865,0.01717,0.75137,0.0165308768336374,0.00212354525368414,0.00433155091547281,0.020778142896376
386,0.22263,0.00822,0.0175,0.75165,0.0163568572096775,0.00216374161529924,0.0042882267767562,0.0203853024396391
387,0.22224,0.00858,0.01739,0.75179,0.0156479462621209,0.00207781936975603,0.00387970502887927,0.0196684434225656
388,0.22154,0.00881,0.01746,0.75219,0.0149676094729029,0.00246281230394126,0.00368154556915676,0.0194166280400188
389,0.22131,0.00826,0.01787,0.75256,0.0144893409097861,0.00244231220135528,0.00390613477607838,0.0190329071756144
390,0.22098,0.00839,0.01754,0.75309,0.0142535609585815,0.00281718930062493,0.00381377619805999,0.0189501949564876
391,0.22079,0.00838,0.01739,0.75344,0.0139233177719169,0.00229094837227827,0.00441473542682785,0.0187836335379737
392,0.2204,0.00898,0.01714,0.75348,0.0136554425454143,0.00235787097941248,0.00430328040246301,0.0185222268879552
393,0.21994,0.00888,0.01725,0.75393,0.0132728796172245,0.00224687437219895,0.00424061054304422,0.0178006897494326
394,0.2197,0.0087,0.01717,0.75443,0.012478514868899,0.00207257220756131,0.0041462298805327,0.0168751658428065
395,0.21969,0.00845,0.01704,0.75482,0.0120370215954317,0.00188281703837627,0.00441794321174709,0.0163925321750824
396,0.21944,0.00815,0.01702,0.75539,0.0116595406808711,0.00180385389898653,0.00424546817206301,0.0160564594132358
397,0.21918,0.00812,0.01719,0.75551,0.0113063207494255,0.0020454828280873,0.00390909196617322,0.0154585071868031
398,0.21858,0.00862,0.01678,0.75602,0.0106206088965432,0.00206817149514573,0.00382732863031703,0.0146304704868527
399,0.21816,0.00866,0.01658,0.7566,0.00991420977968268,0.00191206694443474,0.00395075238966509,0.0142549796367601
400,0.21808,0.00854,0.01657,0.75681,0.0094345464473215,0.00229405027553161,0.00437392526481903,0.0141710542225262
401,0.21798,0.00833,0.01663,0.75706,0.00902586407067059,0.00216848641529831,0.00427188482990822,0.013503925355244
402,0.2176,0.00848,0.01646,0.75746,0.00824755856130905,0.00221900878772483,0.00447417279753724,0.0127819490775946
403,0.21741,0.00836,0.01652,0.75771,0.00799700638433602,0.00205220748355413,0.00453450965130495,0.0123080326074749
404,0.2173,0.0082,0.01649,0.75801,0.00755836549056004,0.00220302821891444,0.00468103739689303,0.012255742418239
405,0.21711,0.00813,0.01654,0.75822,0.0074719401020678,0.00192933494586433,0.00483648173319775,0.0120336380386168
406,0.21666,0.00818,0.0165,0.75866,0.00724817218338528,0.00199321069856874,0.00478098083846587,0.0114921422429995
407,0.21673,0.00789,0.0161,0.75928,0.00684901452765287,0.00218400752949455,0.00423871049573649,0.0108764577567025
408,0.21682,0.00775,0.016,0.75943,0.00646628864874503,0.00238758362273566,0.00426796855137846,0.010260068225894
409,0.21679,0.00766,0.01597,0.75958,0.00659805526904204,0.0023267526249642,0.00413979333891064,0.00999808870623669
410,0.21682,0.00774,0.01581,0.75963,0.00660989157752733,0.00217878661440516,0.00438062654067759,0.00991945899062376
411,0.21681,0.00758,0.01579,0.75982,0.0063558284712188,0.00208635780461763,0.00438189456742172,0.0095103218779504
412,0.21673,0.00759,0.01553,0.76015,0.00632473978384355,0.00212155603272692,0.00411313613789878,0.00910534031336679
413,0.2167,0.00778,0.01553,0.75999,0.00645514437397715,0.00237102884372539,0.00382914263684879,0.00839688434281828
414,0.21643,0.00788,0.0154,0.76029,0.00668016134203026,0.00216322804058092,0.00366424162230968,0.00818758545332846
415,0.2166,0.0076,0.01558,0.76022,0.00689782574439221,0.00222061052665953,0.00380811997943576,0.00802437951910716
416,0.21588,0.00782,0.01565,0.76065,0.00682947858754808,0.0017743856526822,0.00381728524827091,0.00800322851520977
417,0.21579,0.00772,0.01543,0.76106,0.00697144174471823,0.00195947838864213,0.0033777211252559,0.00745090598518059
418,0.21574,0.00788,0.01547,0.76091,0.00679185787051918,0.00197978674496915,0.00316264657104352,0.00687967214981128
419,0.21564,0.0079,0.01548,0.76098,0.00714425954486848,0.00199164923283862,0.00322931021186328,0.00658344725639827
420,0.21568,0.00781,0.01535,0.76116,0.00728130025018426,0.00188941495942233,0.00350404528129037,0.0067562645826752
421,0.21573,0.00757,0.01536,0.76134,0.00749741436911568,0.00145300454996611,0.00383121680699777,0.006859251659863
422,0.21575,0.00752,0.01528,0.76145,0.00765321283296542,0.00146575729383976,0.00364898768305829,0.00654968192611925
423,0.21587,0.0073,0.01524,0.76159,0.00781096807202681,0.00141813649241218,0.00347409460627274,0.00638025600322328
424,0.21575,0.00716,0.0153,0.76179,0.00778848865670071,0.00158127936951206,0.00317595130105401,0.00630404631962679
425,0.21552,0.00743,0.0153,0.76175,0.00835221860080036,0.00195848580966691,0.00331058907144937,0.00606872675644936
426,0.21595,0.00724,0.01486,0.76195,0.00826575935881137,0.00136316624893012,0.00326401252720908,0.00612939184947777
427,0.21568,0.00746,0.01461,0.76225,0.00862693456564961,0.00158478880471675,0.0031042801992661,0.00624344100280892
428,0.21527,0.00764,0.01429,0.7628,0.00899988271528518,0.00160844990941935,0.00317295866135483,0.0064060735070539
429,0.21591,0.00746,0.01418,0.76245,0.00921935765417285,0.00119647630797921,0.00297687382631138,0.0067907207930299
430,0.21616,0.00741,0.01432,0.76211,0.00955047410108815,0.00121969941652305,0.00306115446631931,0.00710405987212007
431,0.21639,0.00735,0.01419,0.76207,0.0100241319934557,0.00157990857682054,0.00304428426180386,0.00706824667871114
432,0.21663,0.00727,0.01467,0.76143,0.00991150285723053,0.00135814415860598,0.00309445741070493,0.00744058689441454
433,0.21652,0.00733,0.01475,0.7614,0.00999141854014956,0.0011832629087025,0.00332807919243384,0.00756850198006332
434,0.21676,0.00719,0.01488,0.76117,0.0107106592804655,0.0013641847382228,0.00334192226786388,0.00806997865892813
435,0.21653,0.00725,0.01473,0.76149,0.0110699844424261,0.00122859449959881,0.0035907442744429,0.00842554976775338
436,0.21632,0.0075,0.01462,0.76156,0.0112066250247095,0.0015783254135669,0.00317413155226924,0.00853609330366585
437,0.21597,0.00773,0.01446,0.76184,0.0114736461317035,0.00163166581545773,0.00318196305586487,0.00846538047973431
438,0.21608,0.00766,0.01449,0.76177,0.0116619800110349,0.00176647797734488,0.00325250330941842,0.00903770496924474
439,0.21572,0.00773,0.01454,0.76201,0.0118717966439607,0.00177078137178667,0.00297104545759756,0.00933338690460817
440,0.21585,0.00746,0.01452,0.76217,0.0122649681795121,0.00171412433102801,0.00269476859447667,0.0097325399220005
441,0.21623,0.00732,0.01438,0.76207,0.0126862173681169,0.00191125322469025,0.00261100236180156,0.00980442643798085
442,0.21606,0.0076,0.01428,0.76206,0.0126688770001308,0.00156133845715072,0.00234179418395383,0.0103515108934772
443,0.21592,0.00763,0.01425,0.7622,0.0128213190515727,0.00151661172061642,0.00249321300957442,0.0104753679330768
444,0.21556,0.00811,0.01394,0.76239,0.0125370739098971,0.00128101522239199,0.00210723620993102,0.0106052869414793
445,0.21551,0.00793,0.01441,0.76215,0.012834367923665,0.00137198153534708,0.00214292116306483,0.0106151097759541
446,0.21575,0.0076,0.01461,0.76204,0.0129903596734057,0.00133666251038423,0.00203712760741415,0.0108506221019811
447,0.21576,0.00752,0.01473,0.76199,0.0131661350103632,0.00152665211055652,0.0020736709264276,0.0111307831410613
448,0.2155,0.00747,0.0148,0.76223,0.0134299830396186,0.00153191963815919,0.00191659420152867,0.0112736713925263
449,0.21535,0.0074,0.01473,0.76252,0.0132932104641597,0.00143990740443035,0.00195280425144059,0.0110746758166749
450,0.21549,0.00735,0.01443,0.76273,0.0129427328386757,0.000945456973578856,0.00198497131241515,0.0115821750020356
451,0.21569,0.00725,0.01444,0.76262,0.0129017182318222,0.000960613230065971,0.00193229857366241,0.01155333525678
452,0.21591,0.00691,0.0142,0.76298,0.0126695128381306,0.000985956951956378,0.00203851798018942,0.0116038116343055
453,0.21609,0.00697,0.01414,0.7628,0.0124565422346831,0.00064126610874287,0.00183678463021057,0.0114319241114035
454,0.21636,0.00704,0.01396,0.76264,0.0125235955078581,0.000627517153373338,0.00155363373347059,0.0114677518866312
455,0.21634,0.00706,0.01384,0.76276,0.012305843237169,0.000894675608499776,0.00179394041769013,0.0111827446442176
456,0.21633,0.007,0.01396,0.76271,0.0126344370670007,0.00121380943040221,0.00173282043693704,0.0114005311767089
457,0.21619,0.00714,0.01401,0.76266,0.0129141137262041,0.00122673912829456,0.00174893618459273,0.0114207608230703
458,0.21619,0.00737,0.01376,0.76268,0.0130304301967015,0.0010791457526931,0.00199064478666252,0.0114284051575206
459,0.21635,0.0073,0.01389,0.76246,0.0129478655469626,0.00118602979164381,0.00212050832480223,0.0112003174558184
460,0.21656,0.00698,0.01399,0.76247,0.0128840297353826,0.00108402541995615,0.00225410736212808,0.0112784011869295
461,0.21661,0.00682,0.01423,0.76234,0.0134207509311348,0.000984095749632344,0.00257727246005022,0.0113863661162521
462,0.21659,0.00687,0.01422,0.76232,0.0132891308970903,0.00124011648198421,0.00251431457414894,0.0112163372908549
463,0.2167,0.00711,0.01398,0.76221,0.0134484199815443,0.00129310135376586,0.00229966181088534,0.0112711480239494
464,0.21666,0.0073,0.0141,0.76194,0.0135045835840198,0.00131064021675583,0.00236502290334224,0.0111274635224944
465,0.21702,0.00717,0.01419,0.76162,0.0139259789203089,0.00126846363763413,0.00245060083335586,0.0116677904220693
466,0.21724,0.00707,0.01408,0.76161,0.0140946956137564,0.00126319700231859,0.00246342128846132,0.0121182552832952
467,0.21722,0.00708,0.01394,0.76176,0.0137796790802818,0.00119888837400875,0.00234767023995185,0.0120308122936253
468,0.21752,0.00692,0.01359,0.76197,0.0135100620937795,0.00135548269385239,0.00219972220468353,0.0120503619124996
469,0.21761,0.00695,0.0133,0.76214,0.0140130455092547,0.00156436000403431,0.002,0.0125983420425952
470,0.2178,0.00692,0.01345,0.76183,0.0142451551218105,0.00111035529849183,0.00184526420872459,0.0132931937471776
471,0.21771,0.00714,0.01362,0.76153,0.014246204172808,0.000964019363567628,0.00195664111283711,0.013555896625946
472,0.21764,0.00722,0.01377,0.76137,0.0140591765208509,0.00066131182760732,0.00195109655777918,0.0135552408888797
473,0.21789,0.00721,0.01363,0.76127,0.0140605397399167,0.00105245744173656,0.00161523992025953,0.0137016665653002
474,0.21783,0.00715,0.01348,0.76154,0.0137323664708195,0.000965228815704684,0.0014257941257029,0.0139740394223638
475,0.21776,0.0072,0.01331,0.76173,0.0136303745770654,0.000903081145609605,0.00144487600390714,0.0138680327852703
476,0.21772,0.0071,0.01342,0.76176,0.0133210610188028,0.00101762250149825,0.00152300871814824,0.0138161901807666
477,0.21805,0.00695,0.01359,0.76141,0.013454222798479,0.00112373385540251,0.00159753282004193,0.0139764444691774
478,0.21802,0.00705,0.01397,0.76096,0.0133612042038799,0.000994708220758452,0.00190732506114949,0.0139857228788663
479,0.21795,0.0067,0.01424,0.76111,0.013123028952528,0.00112249721603218,0.00206569869804653,0.0140367335548157
480,0.21801,0.00694,0.01417,0.76088,0.0130099491842888,0.00092520268049763,0.00215718437887086,0.0135576792507666
