TIME,s,e,i,r
120,4143,4,14,15839
121,4191,2,17,15790
122,4227,3,16,15754
123,4276,4,14,15706
124,4322,4,15,15659
125,4374,5,15,15606
126,4418,4,15,15563
127,4462,4,16,15518
128,4500,6,17,15477
129,4540,4,21,15435
130,4585,9,17,15389
131,4633,7,21,15339
132,4671,9,25,15295
133,4703,10,23,15264
134,4743,11,24,15222
135,4786,11,27,15176
136,4821,10,30,15139
137,4864,13,26,15097
138,4910,10,24,15056
139,4936,11,26,15027
140,4966,10,26,14998
141,5002,14,24,14960
142,5051,11,28,14910
143,5091,14,29,14866
144,5133,8,28,14831
145,5172,8,24,14796
146,5214,9,25,14752
147,5242,12,22,14724
148,5287,13,20,14680
149,5317,16,25,14642
150,5350,16,24,14610
151,5395,15,24,14566
152,5429,16,27,14528
153,5472,19,28,14481
154,5496,16,32,14456
155,5533,19,31,14417
156,5574,17,31,14378
157,5604,22,29,14345
158,5646,23,29,14302
159,5676,21,30,14273
160,5712,23,33,14232
161,5733,27,33,14207
162,5771,30,33,14166
163,5806,23,37,14134
164,5832,31,37,14100
165,5857,33,41,14069
166,5886,31,42,14041
167,5923,32,46,13999
168,5951,35,38,13976
169,5989,31,43,13937
170,6018,34,45,13903
171,6045,32,53,13870
172,6065,32,58,13845
173,6082,29,68,13821
174,6099,33,72,13796
175,6134,33,70,13763
176,6166,35,72,13727
177,6192,36,79,13693
178,6214,37,78,13671
179,6232,40,83,13645
180,6247,41,86,13626
181,6279,38,91,13592
182,6289,44,93,13574
183,6304,50,93,13553
184,6324,50,98,13528
185,6340,57,91,13512
186,6356,63,97,13484
187,6366,62,103,13469
188,6384,62,108,13446
189,6394,68,110,13428
190,6409,67,118,13406
191,6417,74,123,13386
192,6433,82,124,13361
193,6444,84,126,13346
194,6457,92,141,13310
195,6464,89,157,13290
196,6476,102,166,13256
197,6464,114,169,13253
198,6475,100,181,13244
199,6471,108,183,13238
200,6481,96,194,13229
201,6467,120,192,13221
202,6456,133,197,13214
203,6446,133,215,13206
204,6423,142,234,13201
205,6397,158,251,13194
206,6391,155,269,13185
207,6372,150,297,13181
208,6344,169,297,13190
209,6326,171,316,13187
210,6299,184,323,13194
211,6275,192,331,13202
212,6242,202,349,13207
213,6165,229,379,13227
214,6109,234,410,13247
215,6061,249,425,13265
216,6003,262,447,13288
217,5969,265,459,13307
218,5901,279,476,13344
219,5834,280,502,13384
220,5759,310,507,13424
221,5689,320,540,13451
222,5609,325,568,13498
223,5530,338,585,13547
224,5443,349,613,13595
225,5364,360,650,13626
226,5249,385,693,13673
227,5159,396,718,13727
228,5077,394,746,13783
229,5007,373,771,13849
230,4919,393,786,13902
231,4807,417,809,13967
232,4722,383,842,14053
233,4618,402,839,14141
234,4499,416,863,14222
235,4417,397,878,14308
236,4330,400,897,14373
237,4243,380,908,14469
238,4173,375,890,14562
239,4096,367,898,14639
240,4029,351,870,14750
241,3961,371,841,14827
242,3906,338,834,14922
243,3852,330,841,14977
244,3804,355,808,15033
245,3774,341,800,15085
246,3736,335,789,15140
247,3716,314,775,15195
248,3686,315,762,15237
249,3643,315,738,15304
250,3595,319,722,15364
251,3576,291,746,15387
252,3558,288,717,15437
253,3538,289,703,15470
254,3508,288,691,15513
255,3466,277,714,15543
256,3459,261,699,15581
257,3458,247,681,15614
258,3431,263,644,15662
259,3425,255,640,15680
260,3423,254,619,15704
261,3407,243,615,15735
262,3399,233,615,15753
263,3380,217,628,15775
264,3383,212,612,15793
265,3396,211,578,15815
266,3403,207,555,15835
267,3397,218,545,15840
268,3380,231,545,15844
269,3392,231,551,15826
270,3400,217,523,15860
271,3416,202,515,15867
272,3444,203,508,15845
273,3473,191,476,15860
274,3502,177,469,15852
275,3522,180,457,15841
276,3538,174,455,15833
277,3547,191,454,15808
278,3558,173,468,15801
279,3589,171,457,15783
280,3601,188,444,15767
281,3610,176,460,15754
282,3646,177,439,15738
283,3666,170,443,15721
284,3705,145,439,15711
285,3724,166,420,15690
286,3759,157,409,15675
287,3804,148,399,15649
288,3829,156,377,15638
289,3855,170,360,15615
290,3872,158,375,15595
291,3887,158,377,15578
292,3919,165,365,15551
293,3953,160,355,15532
294,3966,173,357,15504
295,3971,174,363,15492
296,3997,164,367,15472
297,4021,162,362,15455
298,4038,159,362,15441
299,4061,158,351,15430
300,4084,147,367,15402
301,4097,152,360,15391
302,4100,167,364,15369
303,4122,151,371,15356
304,4162,146,348,15344
305,4213,144,329,15314
306,4241,148,328,15283
307,4262,154,300,15284
308,4311,143,298,15248
309,4344,155,285,15216
310,4378,146,283,15193
311,4410,149,302,15139
312,4437,151,314,15098
313,4462,161,324,15053
314,4495,156,337,15012
315,4544,146,350,14960
316,4565,167,343,14925
317,4571,184,334,14911
318,4593,177,353,14877
319,4616,177,369,14838
320,4618,182,368,14832
321,4611,199,386,14804
322,4621,183,412,14784
323,4625,190,409,14776
324,4639,190,409,14762
325,4638,197,411,14754
326,4657,184,411,14748
327,4667,193,399,14741
328,4679,197,396,14728
329,4672,216,402,14710
330,4677,194,424,14705
331,4689,186,433,14692
332,4689,199,424,14688
333,4675,212,413,14700
334,4689,214,432,14665
335,4686,206,435,14673
336,4688,205,448,14659
337,4711,208,441,14640
338,4721,221,440,14618
339,4713,238,434,14615
340,4729,227,463,14581
341,4722,238,459,14581
342,4705,230,473,14592
343,4691,235,469,14605
344,4670,257,464,14609
345,4654,262,474,14610
346,4648,262,481,14609
347,4653,239,503,14605
348,4651,237,513,14599
349,4640,236,517,14607
350,4660,236,527,14577
351,4638,245,531,14586
352,4629,254,532,14585
353,4637,239,556,14568
354,4596,260,549,14595
355,4587,258,564,14591
356,4598,240,563,14599
357,4621,219,573,14587
358,4625,217,571,14587
359,4602,236,550,14612
360,4579,257,542,14622
361,4593,249,530,14628
362,4594,242,533,14631
363,4576,264,531,14629
364,4602,251,543,14604
365,4605,257,547,14591
366,4602,252,543,14603
367,4588,274,539,14599
368,4558,297,549,14596
369,4547,288,562,14603
370,4535,301,577,14587
371,4499,297,602,14602
372,4490,289,603,14618
373,4468,309,621,14602
374,4442,315,640,14603
375,4433,311,645,14611
376,4391,310,646,14653
377,4361,300,658,14681
378,4335,291,671,14703
379,4299,304,691,14706
380,4259,323,680,14738
381,4245,309,703,14743
382,4226,288,699,14787
383,4234,294,684,14788
384,4198,312,671,14819
385,4165,324,675,14836
386,4155,304,699,14842
387,4134,309,706,14851
388,4137,314,701,14848
389,4123,297,719,14861
390,4097,300,706,14897
391,4068,323,680,14929
392,4059,308,689,14944
393,4064,300,686,14950
394,4050,301,691,14958
395,4046,282,705,14967
396,4036,264,707,14993
397,4023,276,678,15023
398,4019,286,666,15029
399,4012,290,676,15022
400,4004,300,655,15041
401,4015,275,683,15027
402,4007,280,672,15041
403,4005,274,663,15058
404,4006,256,660,15078
405,4011,266,631,15092
406,4011,264,628,15097
407,4016,244,635,15105
408,3992,262,617,15129
409,4018,245,623,15114
410,4006,242,643,15109
411,3989,266,636,15109
412,3990,271,654,15085
413,3995,268,657,15080
414,3990,263,650,15097
415,4005,279,618,15098
416,4022,264,633,15081
417,4018,245,623,15114
418,3989,275,622,15114
419,3967,276,625,15132
420,3978,262,623,15137
421,3994,258,617,15131
422,3999,275,588,15138
423,4020,266,592,15122
424,4037,262,606,15095
425,4041,285,591,15083
426,4050,276,579,15095
427,4045,272,579,15104
428,4055,261,591,15093
429,4064,273,589,15074
430,4068,243,626,15063
431,4066,265,602,15067
432,4057,253,591,15099
433,4052,266,573,15109
434,4046,279,570,15105
435,4053,269,588,15090
436,4069,262,575,15094
437,4060,267,590,15083
438,4054,262,584,15100
439,4065,252,585,15098
440,4065,266,572,15097
441,4070,253,588,15089
442,4067,245,595,15093
443,4060,248,593,15099
444,4081,252,572,15095
445,4076,255,564,15105
446,4096,248,574,15082
447,4116,234,580,15070
448,4114,229,571,15086
449,4113,245,554,15088
450,4123,226,549,15102
451,4142,223,523,15112
452,4164,223,506,15107
453,4187,224,506,15083
454,4207,205,506,15082
455,4203,218,496,15083
456,4222,234,507,15037
457,4230,235,506,15029
458,4239,243,507,15011
459,4258,236,518,14988
460,4287,224,514,14975
461,4278,247,499,14976
462,4287,218,510,14985
463,4287,234,512,14967
464,4320,208,532,14940
465,4304,244,516,14936
466,4318,236,534,14912
467,4325,241,527,14907
468,4336,238,545,14881
469,4333,260,536,14871
470,4341,240,549,14870
471,4336,231,564,14869
472,4303,257,571,14869
473,4314,255,584,14847
474,4287,262,584,14867
475,4265,283,573,14879
476,4237,276,600,14887
477,4235,273,614,14878
478,4236,284,588,14892
479,4227,276,601,14896
480,4223,278,601,14898
481,4226,260,611,14903
482,4220,256,598,14926
483,4236,243,606,14915
484,4223,269,594,14914
485,4212,258,599,14931
486,4201,262,601,14936
487,4204,247,588,14961
488,4232,249,592,14927
489,4238,234,603,14925
490,4224,235,597,14944
491,4223,243,600,14934
492,4235,247,604,14914
493,4220,249,583,14948
494,4202,256,577,14965
495,4210,246,581,14963
496,4229,244,586,14941
497,4220,260,594,14926
498,4240,241,610,14909
499,4200,263,600,14937
500,4208,268,587,14937
501,4225,284,572,14919
502,4238,274,589,14899
503,4255,262,584,14899
504,4268,267,563,14902
505,4254,265,579,14902
506,4259,263,583,14895
507,4274,257,585,14884
508,4295,260,569,14876
509,4310,247,550,14893
510,4284,261,550,14905
511,4293,248,549,14910
512,4268,256,543,14933
513,4287,245,545,14923
514,4264,264,540,14932
515,4267,256,550,14927
516,4270,252,547,14931
517,4269,249,561,14921
518,4260,240,565,14935
519,4252,240,565,14943
520,4231,240,562,14967
521,4251,227,551,14971
522,4225,242,550,14983
523,4233,235,548,14984
524,4236,257,529,14978
525,4252,262,524,14962
526,4270,246,544,14940
527,4272,249,536,14943
528,4245,281,520,14954
529,4249,250,533,14968
530,4250,242,544,14964
531,4241,263,539,14957
532,4255,264,553,14928
533,4268,242,574,14916
534,4267,268,571,14894
535,4262,275,563,14900
536,4266,266,586,14882
537,4270,275,577,14878
538,4294,254,594,14858
539,4270,278,582,14870
540,4259,291,582,14868
541,4275,273,595,14857
542,4270,267,588,14875
543,4263,271,578,14888
544,4277,247,583,14893
545,4261,250,594,14895
546,4201,293,579,14927
547,4209,284,574,14933
548,4220,251,595,14934
549,4200,259,592,14949
550,4194,280,577,14949
551,4189,261,596,14954
552,4166,279,575,14980
553,4176,270,603,14951
554,4168,269,613,14950
555,4162,254,623,14961
556,4146,257,615,14982
557,4162,245,605,14988
558,4148,258,606,14988
559,4132,274,604,14990
560,4108,273,628,14991
561,4110,268,642,14980
562,4088,280,624,15008
563,4058,287,620,15035
564,4038,289,606,15067
565,4046,284,609,15061
566,4051,286,612,15051
567,4065,278,631,15026
568,4058,278,604,15060
569,4074,248,616,15062
570,4091,249,593,15067
571,4117,229,584,15070
572,4125,225,588,15062
573,4122,241,593,15044
574,4131,235,590,15044
575,4112,258,600,15030
576,4124,235,623,15018
577,4096,270,601,15033
578,4094,259,611,15036
579,4093,259,614,15034
580,4063,268,606,15063
581,4065,262,594,15079
582,4062,265,600,15073
583,4048,286,588,15078
584,4081,262,604,15053
585,4070,282,594,15054
586,4091,268,600,15041
587,4070,262,600,15068
588,4092,258,585,15065
589,4091,269,587,15053
590,4100,254,595,15051
591,4088,269,596,15047
592,4099,237,617,15047
593,4074,269,610,15047
594,4046,269,618,15067
595,4045,259,637,15059
596,4030,262,635,15073
597,4014,270,627,15089
598,4035,252,642,15071
599,4039,251,631,15079
600,4036,263,620,15081
601,4022,271,628,15079
602,4008,274,622,15096
603,4034,259,614,15093
604,4030,261,611,15098
605,4048,247,612,15093
606,4040,250,608,15102
607,4040,253,609,15098
608,4033,266,602,15099
609,4046,238,612,15104
610,4039,251,597,15113
611,4052,237,584,15127
612,4078,226,577,15119
613,4078,245,555,15122
614,4081,256,569,15094
615,4102,235,568,15095
616,4115,242,557,15086
617,4112,255,543,15090
618,4130,260,549,15061
619,4160,236,568,15036
620,4150,253,560,15037
621,4181,235,560,15024
622,4170,244,566,15020
623,4186,236,549,15029
624,4179,261,518,15042
625,4182,251,531,15036
626,4185,245,544,15026
627,4203,236,552,15009
628,4230,226,562,14982
629,4251,213,561,14975
630,4279,210,552,14959
631,4273,222,532,14973
632,4317,221,529,14933
633,4331,233,527,14909
634,4322,236,523,14919
635,4315,227,536,14922
636,4304,247,551,14898
637,4303,267,550,14880
638,4311,248,575,14866
639,4306,252,587,14855
640,4299,271,582,14848
641,4293,277,594,14836
642,4263,269,627,14841
643,4263,255,638,14844
644,4257,267,612,14864
645,4248,266,599,14887
646,4233,275,578,14914
647,4259,276,577,14888
648,4266,275,577,14882
649,4255,292,573,14880
650,4246,287,569,14898
651,4224,295,570,14911
652,4218,311,578,14893
653,4196,307,604,14893
654,4179,308,604,14909
655,4157,310,605,14928
656,4153,299,606,14942
657,4146,310,597,14947
658,4159,298,603,14940
659,4145,299,611,14945
660,4173,285,624,14918
661,4177,279,627,14917
662,4202,269,614,14915
663,4199,271,592,14938
664,4212,285,602,14901
665,4218,293,596,14893
666,4228,282,614,14876
667,4224,283,600,14893
668,4211,287,610,14892
669,4231,270,600,14899
670,4234,276,601,14889
671,4204,295,597,14904
672,4184,310,588,14918
673,4137,315,590,14958
674,4157,287,606,14950
675,4183,270,607,14940
676,4158,268,609,14965
677,4165,273,612,14950
678,4165,265,650,14920
679,4135,277,632,14956
680,4141,270,656,14933
681,4132,286,648,14934
682,4136,285,641,14938
683,4135,268,645,14952
684,4114,270,663,14953
685,4114,264,659,14963
686,4119,284,644,14953
687,4125,276,650,14949
688,4094,301,658,14947
689,4083,294,672,14951
690,4098,286,675,14941
691,4090,283,657,14970
692,4093,260,682,14965
693,4083,268,668,14981
694,4078,275,654,14993
695,4081,266,655,14998
696,4063,294,644,14999
697,4101,279,638,14982
698,4097,278,640,14985
699,4104,255,647,14994
700,4097,276,626,15001
701,4080,263,656,15001
702,4080,264,661,14995
703,4097,251,668,14984
704,4065,281,640,15014
705,4069,278,629,15024
706,4097,265,613,15025
707,4089,256,626,15029
708,4074,267,615,15044
709,4066,263,607,15064
710,4109,248,609,15034
711,4131,248,596,15025
712,4155,239,602,15004
713,4144,248,595,15013
714,4145,244,586,15025
715,4142,241,587,15030
716,4147,248,570,15035
717,4157,260,571,15012
718,4141,264,590,15005
719,4118,282,587,15013
720,4120,280,580,15020
721,4155,251,596,14998
722,4152,249,611,14988
723,4175,222,614,14989
724,4172,246,597,14985
725,4167,232,610,14991
726,4155,233,616,14996
727,4163,237,614,14986
728,4171,262,587,14980
729,4176,270,589,14965
730,4179,261,586,14974
