TIME,s,e,i,r
133,4765,6,9,15220
134,4800,6,12,15182
135,4842,4,14,15140
136,4867,6,15,15112
137,4922,8,16,15054
138,4958,9,17,15016
139,5009,8,18,14965
140,5044,12,22,14922
141,5081,16,21,14882
142,5119,13,22,14846
143,5151,18,21,14810
144,5184,14,24,14778
145,5210,10,28,14752
146,5244,15,25,14716
147,5275,16,30,14679
148,5313,19,31,14637
149,5350,24,30,14596
150,5387,21,35,14557
151,5418,27,36,14519
152,5449,20,45,14486
153,5487,28,44,14441
154,5527,20,55,14398
155,5553,22,60,14365
156,5577,30,56,14337
157,5598,28,58,14316
158,5617,33,68,14282
159,5637,33,70,14260
160,5651,43,71,14235
161,5687,31,84,14198
162,5716,35,82,14167
163,5731,48,74,14147
164,5757,41,80,14122
165,5772,53,84,14091
166,5800,45,100,14055
167,5806,57,101,14036
168,5825,66,100,14009
169,5847,62,107,13984
170,5854,61,123,13962
171,5867,67,130,13936
172,5870,67,135,13928
173,5883,81,140,13896
174,5898,79,152,13871
175,5903,86,161,13850
176,5887,105,170,13838
177,5885,110,178,13827
178,5880,113,204,13803
179,5857,116,218,13809
180,5853,118,223,13806
181,5833,123,231,13813
182,5811,138,233,13818
183,5789,121,267,13823
184,5780,136,272,13812
185,5754,149,284,13813
186,5750,136,302,13812
187,5729,140,313,13818
188,5706,151,320,13823
189,5673,169,321,13837
190,5634,175,342,13849
191,5595,199,334,13872
192,5566,200,334,13900
193,5536,192,361,13911
194,5503,207,372,13918
195,5467,211,393,13929
196,5427,224,406,13943
197,5396,239,409,13956
198,5377,217,434,13972
199,5335,236,420,14009
200,5292,244,430,14034
201,5256,245,445,14054
202,5190,254,461,14095
203,5150,249,484,14117
204,5098,249,511,14142
205,5041,256,529,14174
206,4984,267,541,14208
207,4957,257,562,14224
208,4912,250,584,14254
209,4850,274,593,14283
210,4769,281,611,14339
211,4701,300,626,14373
212,4637,307,652,14404
213,4577,314,644,14465
214,4506,325,665,14504
215,4470,336,650,14544
216,4405,327,671,14597
217,4337,343,681,14639
218,4291,327,700,14682
219,4248,321,687,14744
220,4200,320,695,14785
221,4137,313,723,14827
222,4094,311,735,14860
223,4043,314,738,14905
224,3990,292,739,14979
225,3951,292,729,15028
226,3895,293,729,15083
227,3850,297,745,15108
228,3777,322,738,15163
229,3743,309,741,15207
230,3704,293,752,15251
231,3638,306,753,15303
232,3595,285,769,15351
233,3561,290,749,15400
234,3531,311,737,15421
235,3486,307,741,15466
236,3493,283,731,15493
237,3448,315,731,15506
238,3418,298,748,15536
239,3412,277,742,15569
240,3371,275,736,15618
241,3357,276,718,15649
242,3356,257,693,15694
243,3361,247,661,15731
244,3379,226,651,15744
245,3367,228,641,15764
246,3354,219,636,15791
247,3352,213,635,15800
248,3345,218,612,15825
249,3368,211,600,15821
250,3373,195,583,15849
251,3388,194,567,15851
252,3406,191,575,15828
253,3397,198,544,15861
254,3412,186,520,15882
255,3437,182,499,15882
256,3463,187,502,15848
257,3471,203,495,15831
258,3482,208,480,15830
259,3496,199,482,15823
260,3505,194,480,15821
261,3520,190,475,15815
262,3535,192,457,15816
263,3587,190,423,15800
264,3598,184,422,15796
265,3615,171,407,15807
266,3639,170,405,15786
267,3646,177,421,15756
268,3688,163,424,15725
269,3725,165,402,15708
270,3771,143,407,15679
271,3781,180,403,15636
272,3806,181,392,15621
273,3823,192,383,15602
274,3837,177,393,15593
275,3858,179,397,15566
276,3885,173,404,15538
277,3892,174,408,15526
278,3927,159,418,15496
279,3944,163,410,15483
280,3975,147,414,15464
281,3996,155,412,15437
282,4025,157,414,15404
283,4048,168,406,15378
284,4075,187,393,15345
285,4110,168,405,15317
286,4134,168,406,15292
287,4135,170,411,15284
288,4144,190,410,15256
289,4165,184,410,15241
290,4157,201,429,15213
291,4179,185,439,15197
292,4167,203,441,15189
293,4185,198,429,15188
294,4199,196,436,15169
295,4195,199,445,15161
296,4227,193,451,15129
297,4235,197,465,15103
298,4238,201,468,15093
299,4248,200,460,15092
300,4257,186,460,15097
301,4274,190,460,15076
302,4284,204,458,15054
303,4301,213,455,15031
304,4331,209,457,15003
305,4344,231,473,14952
306,4330,244,493,14933
307,4308,248,504,14940
308,4327,231,525,14917
309,4327,254,485,14934
310,4317,255,503,14925
311,4323,242,528,14907
312,4341,233,535,14891
313,4333,236,540,14891
314,4321,236,549,14894
315,4319,236,558,14887
316,4298,247,566,14889
317,4281,234,576,14909
318,4255,270,562,14913
319,4252,254,580,14914
320,4253,243,584,14920
321,4242,242,585,14931
322,4233,226,593,14948
323,4211,250,588,14951
324,4205,244,575,14976
325,4201,247,573,14979
326,4211,251,568,14970
327,4204,254,569,14973
328,4205,252,585,14958
329,4187,246,609,14958
330,4170,281,598,14951
331,4163,274,620,14943
332,4181,251,624,14944
333,4180,258,630,14932
334,4172,258,624,14946
335,4144,290,599,14967
336,4142,276,612,14970
337,4130,282,633,14955
338,4109,286,634,14971
339,4099,293,608,15000
340,4103,282,638,14977
341,4112,281,636,14971
342,4098,278,639,14985
343,4098,264,646,14992
344,4101,270,615,15014
345,4105,266,610,15019
346,4092,273,628,15007
347,4075,265,636,15024
348,4042,296,630,15032
349,4036,281,648,15035
350,4047,254,645,15054
351,4035,274,611,15080
352,4026,283,627,15064
353,4042,273,623,15062
354,4038,269,650,15043
355,4024,292,642,15042
356,4006,286,658,15050
357,4012,278,666,15044
358,3994,289,661,15056
359,4000,277,661,15062
360,4015,293,646,15046
361,4016,278,671,15035
362,4024,272,686,15018
363,4041,262,684,15013
364,4023,289,675,15013
365,4027,290,673,15010
366,4009,288,686,15017
367,3975,308,681,15036
368,3963,288,704,15045
369,3960,279,701,15060
370,3970,247,713,15070
371,3956,278,678,15088
372,3937,294,667,15102
373,3927,288,653,15132
374,3934,285,657,15124
375,3935,267,663,15135
376,3907,290,647,15156
377,3914,279,653,15154
378,3942,257,642,15159
379,3920,272,615,15193
380,3918,272,609,15201
381,3899,274,601,15226
382,3899,262,601,15238
383,3891,261,611,15237
384,3891,272,610,15227
385,3890,296,605,15209
386,3887,289,606,15218
387,3900,271,614,15215
388,3903,252,601,15244
389,3903,256,612,15229
390,3908,241,610,15241
391,3908,234,604,15254
392,3931,222,592,15255
393,3955,222,603,15220
394,3971,221,596,15212
395,3966,241,580,15213
396,3956,250,587,15207
397,3981,250,588,15181
398,4009,225,575,15191
399,4008,234,553,15205
400,4034,223,559,15184
401,4043,230,547,15180
402,4078,214,550,15158
403,4093,242,515,15150
404,4082,257,500,15161
405,4107,249,521,15123
406,4137,223,540,15100
407,4164,219,551,15066
408,4182,210,548,15060
409,4195,215,547,15043
410,4222,213,516,15049
411,4245,203,530,15022
412,4269,203,522,15006
413,4266,221,505,15008
414,4269,236,501,14994
415,4274,240,506,14980
416,4293,213,526,14968
417,4296,209,522,14973
418,4298,218,524,14960
419,4317,218,517,14948
420,4319,232,518,14931
421,4333,230,519,14918
422,4353,238,514,14895
423,4357,219,546,14878
424,4361,232,555,14852
425,4353,232,544,14871
426,4348,255,534,14863
427,4340,236,552,14872
428,4335,243,549,14873
429,4338,247,547,14868
430,4339,229,557,14875
431,4350,238,551,14861
432,4367,238,553,14842
433,4355,247,557,14841
434,4367,235,563,14835
435,4377,238,571,14814
436,4396,236,572,14796
437,4382,236,581,14801
438,4392,241,557,14810
439,4406,247,568,14779
440,4393,243,599,14765
441,4391,249,598,14762
442,4369,270,601,14760
443,4362,269,597,14772
444,4364,264,593,14779
445,4343,278,588,14791
446,4323,303,601,14773
447,4316,276,625,14783
448,4306,279,627,14788
449,4314,274,617,14795
450,4314,275,610,14801
451,4306,297,615,14782
452,4311,287,614,14788
453,4321,265,606,14808
454,4312,282,602,14804
455,4289,286,608,14817
456,4283,288,586,14843
457,4301,270,620,14809
458,4282,275,626,14817
459,4268,280,615,14837
460,4267,269,624,14840
461,4245,292,624,14839
462,4223,277,639,14861
463,4221,265,650,14864
464,4192,291,631,14886
465,4188,281,640,14891
466,4177,271,650,14902
467,4156,298,648,14898
468,4156,278,657,14909
469,4137,266,662,14935
470,4151,250,637,14962
471,4150,248,601,15001
472,4143,251,608,14998
473,4157,239,604,15000
474,4189,225,593,14993
475,4166,234,608,14992
476,4153,234,607,15006
477,4158,255,591,14996
478,4150,250,602,14998
479,4149,247,610,14994
480,4162,247,585,15006
481,4172,234,583,15011
482,4153,244,568,15035
483,4144,246,569,15041
484,4142,242,577,15039
485,4135,254,576,15035
486,4152,253,579,15016
487,4170,250,569,15011
488,4175,243,572,15010
489,4185,255,558,15002
490,4206,248,563,14983
491,4190,254,583,14973
492,4179,267,583,14971
493,4181,259,589,14971
494,4168,264,590,14978
495,4179,244,599,14978
496,4178,254,600,14968
497,4196,255,586,14963
498,4177,274,583,14966
499,4193,249,594,14964
500,4205,254,579,14962
501,4197,270,582,14951
502,4201,257,588,14954
503,4216,253,586,14945
504,4214,254,597,14935
505,4216,286,549,14949
506,4207,267,576,14950
507,4193,271,586,14950
508,4197,260,598,14945
509,4198,262,564,14976
510,4216,266,561,14957
511,4217,258,570,14955
512,4217,241,589,14953
513,4207,255,586,14952
514,4211,270,579,14940
515,4209,265,594,14932
516,4183,290,606,14921
517,4185,268,621,14926
518,4200,257,626,14917
519,4187,264,629,14920
520,4163,288,629,14920
521,4160,262,639,14939
522,4160,258,622,14960
523,4142,273,615,14970
524,4138,266,610,14986
525,4123,282,614,14981
526,4121,277,615,14987
527,4122,249,639,14990
528,4125,240,629,15006
529,4132,244,614,15010
530,4126,264,602,15008
531,4128,272,588,15012
532,4122,277,599,15002
533,4118,268,612,15002
534,4150,238,612,15000
535,4140,243,616,15001
536,4121,248,613,15018
537,4119,248,613,15020
538,4140,247,607,15006
539,4133,256,611,15000
540,4128,271,593,15008
541,4143,266,598,14993
542,4131,286,578,15005
543,4124,284,585,15007
544,4135,272,585,15008
545,4147,282,596,14975
546,4144,279,605,14972
547,4132,292,611,14965
548,4117,280,625,14978
549,4118,263,642,14977
550,4127,252,643,14978
551,4138,269,615,14978
552,4149,266,641,14944
553,4134,278,638,14950
554,4142,267,639,14952
555,4137,258,649,14956
556,4122,264,657,14957
557,4117,275,655,14953
558,4087,283,674,14956
559,4047,298,699,14956
560,4008,311,682,14999
561,4009,283,698,15010
562,4003,302,668,15027
563,3987,302,678,15033
564,3998,291,686,15025
565,3972,298,706,15024
566,3961,294,688,15057
567,3953,271,722,15054
568,3941,259,733,15067
569,3915,258,712,15115
570,3893,273,697,15137
571,3879,276,694,15151
572,3889,267,679,15165
573,3879,285,657,15179
574,3875,276,670,15179
575,3894,269,658,15179
576,3869,292,655,15184
577,3886,267,668,15179
578,3872,278,650,15200
579,3876,290,646,15188
580,3883,265,663,15189
581,3881,282,653,15184
582,3877,288,652,15183
583,3858,289,679,15174
584,3853,306,670,15171
585,3835,296,677,15192
586,3810,282,701,15207
587,3801,268,704,15227
588,3789,276,673,15262
589,3796,271,659,15274
590,3801,244,671,15284
591,3788,256,667,15289
592,3784,259,661,15296
593,3804,245,646,15305
594,3842,249,621,15288
595,3842,260,617,15281
596,3848,268,615,15269
597,3876,244,626,15254
598,3899,239,623,15239
599,3904,234,634,15228
600,3909,236,616,15239
601,3903,243,605,15249
602,3927,242,573,15258
603,3965,235,566,15234
604,3954,234,564,15248
605,3954,227,577,15242
606,3968,217,577,15238
607,3982,220,568,15230
608,3987,228,568,15217
609,3992,225,582,15201
610,4013,236,567,15184
611,3988,257,563,15192
612,4009,246,564,15181
613,4039,231,596,15134
614,4039,242,598,15121
615,4050,238,589,15123
616,4065,254,554,15127
617,4066,240,569,15125
618,4087,225,577,15111
619,4069,236,564,15131
620,4089,246,556,15109
621,4093,237,566,15104
622,4108,236,556,15100
623,4128,237,546,15089
624,4143,235,540,15082
625,4154,230,543,15073
626,4177,242,530,15051
627,4201,240,521,15038
628,4229,251,513,15007
629,4234,253,513,15000
630,4236,258,530,14976
631,4263,235,542,14960
632,4279,223,533,14965
633,4308,228,523,14941
634,4308,234,539,14919
635,4312,231,556,14901
636,4296,253,562,14889
637,4273,248,590,14889
638,4282,253,582,14883
639,4303,249,576,14872
640,4306,272,567,14855
641,4300,277,570,14853
642,4321,258,569,14852
643,4311,268,559,14862
644,4306,269,577,14848
645,4295,294,557,14854
646,4287,280,580,14853
647,4300,268,576,14856
648,4300,270,583,14847
649,4291,271,592,14846
650,4301,255,587,14857
651,4278,279,598,14845
652,4258,283,612,14847
653,4269,291,603,14837
654,4237,290,621,14852
655,4239,268,626,14867
656,4264,260,622,14854
657,4251,276,621,14852
658,4235,261,639,14865
659,4216,257,637,14890
660,4198,265,606,14931
661,4200,268,606,14926
662,4223,273,593,14911
663,4214,258,621,14907
664,4219,247,620,14914
665,4232,252,628,14888
666,4240,248,639,14873
667,4242,264,653,14841
668,4236,277,634,14853
669,4227,289,651,14833
670,4210,304,635,14851
671,4220,298,642,14840
672,4217,298,664,14821
673,4202,290,676,14832
674,4165,296,688,14851
675,4157,309,678,14856
676,4140,322,658,14880
677,4111,322,672,14895
678,4087,309,681,14923
679,4079,295,696,14930
680,4065,311,677,14947
681,4077,280,707,14936
682,4067,291,685,14957
683,4057,297,691,14955
684,4049,290,716,14945
685,4038,285,707,14970
686,4022,286,710,14982
687,3996,301,708,14995
688,4001,296,685,15018
689,3999,293,682,15026
690,3984,284,686,15046
691,3963,285,676,15076
692,3960,296,663,15081
693,3964,290,664,15082
694,3954,277,673,15096
695,3943,281,654,15122
696,3956,273,625,15146
697,3977,265,613,15145
698,4000,237,624,15139
699,3966,262,618,15154
700,3965,262,629,15144
701,3971,257,616,15156
702,3977,270,586,15167
703,3977,275,589,15159
704,3994,259,589,15158
705,3983,267,582,15168
706,4001,262,602,15135
707,4014,264,604,15118
708,4033,253,611,15103
709,4017,265,618,15100
710,4022,269,611,15098
711,4029,261,624,15086
712,4027,263,603,15107
713,4010,274,607,15109
714,4022,272,603,15103
715,4020,279,612,15089
716,4033,260,615,15092
717,4014,272,599,15115
718,4009,263,584,15144
719,4025,265,599,15111
720,4040,261,603,15096
721,4048,254,620,15078
722,4041,251,617,15091
723,4040,244,624,15092
724,4052,243,598,15107
725,4081,233,590,15096
726,4079,230,592,15099
727,4090,228,587,15095
728,4077,256,578,15089
729,4091,244,581,15084
730,4100,235,602,15063
