TIME,s,e,i,r
579,4231,232,516,15021
580,4248,218,529,15005
581,4239,237,535,14989
582,4246,231,545,14978
583,4257,226,548,14969
584,4256,229,534,14981
585,4242,234,547,14977
586,4238,249,533,14980
587,4231,288,533,14948
588,4230,289,557,14924
589,4218,269,570,14943
590,4222,252,586,14940
591,4227,265,569,14939
592,4217,267,583,14933
593,4221,281,577,14921
594,4227,270,565,14938
595,4231,263,564,14942
596,4244,245,567,14944
597,4233,239,583,14945
598,4235,249,580,14936
599,4235,252,577,14936
600,4243,257,570,14930
601,4258,230,583,14929
602,4260,226,579,14935
603,4271,229,566,14934
604,4289,234,559,14918
605,4309,219,552,14920
606,4302,235,551,14912
607,4299,226,564,14911
608,4307,230,555,14908
609,4316,230,543,14911
610,4308,235,556,14901
611,4300,259,540,14901
612,4311,251,530,14908
613,4319,258,524,14899
614,4351,242,546,14861
615,4346,261,541,14852
616,4356,258,562,14824
617,4354,263,551,14832
618,4341,262,569,14828
619,4379,246,562,14813
620,4384,244,556,14816
621,4381,253,567,14799
622,4382,263,568,14787
623,4361,257,589,14793
624,4351,250,593,14806
625,4353,247,593,14807
626,4348,249,589,14814
627,4355,236,585,14824
628,4348,248,580,14824
629,4325,276,582,14817
630,4310,272,586,14832
631,4300,272,597,14831
632,4285,258,605,14852
633,4281,261,610,14848
634,4302,257,596,14845
635,4320,271,600,14809
636,4311,282,603,14804
637,4305,284,616,14795
638,4300,278,628,14794
639,4282,292,626,14800
640,4265,294,639,14802
641,4257,294,638,14811
642,4243,293,642,14822
643,4239,290,643,14828
644,4240,286,656,14818
645,4227,304,644,14825
646,4219,308,651,14822
647,4190,296,676,14838
648,4153,321,686,14840
649,4153,303,703,14841
650,4146,309,686,14859
651,4133,316,679,14872
652,4125,309,690,14876
653,4109,309,709,14873
654,4078,327,697,14898
655,4084,315,711,14890
656,4085,295,705,14915
657,4062,302,663,14973
658,4080,288,661,14971
659,4062,297,664,14977
660,4050,312,664,14974
661,4059,299,681,14961
662,4051,290,696,14963
663,4017,312,704,14967
664,4012,305,707,14976
665,4007,290,698,15005
666,4002,298,702,14998
667,3980,304,690,15026
668,3995,275,688,15042
669,3995,276,687,15042
670,3979,291,679,15051
671,3997,269,693,15041
672,4025,256,703,15016
673,4022,262,695,15021
674,4021,274,685,15020
675,4011,283,673,15033
676,3983,315,680,15022
677,3998,311,683,15008
678,3985,304,700,15011
679,3966,295,702,15037
680,3944,302,701,15053
681,3955,281,682,15082
682,3952,284,683,15081
683,3918,296,678,15108
684,3924,303,661,15112
685,3933,292,650,15125
686,3937,289,666,15108
687,3922,288,666,15124
688,3912,289,661,15138
689,3891,292,672,15145
690,3891,292,682,15135
691,3896,298,667,15139
692,3888,284,662,15166
693,3899,275,652,15174
694,3893,277,648,15182
695,3910,241,654,15195
696,3905,260,655,15180
697,3900,271,652,15177
698,3906,259,653,15182
699,3916,287,635,15162
700,3938,276,646,15140
701,3917,290,635,15158
702,3931,285,631,15153
703,3953,292,617,15138
704,3959,287,612,15142
705,3962,290,609,15139
706,3963,273,608,15156
707,3982,272,600,15146
708,3971,273,610,15146
709,3971,273,608,15148
710,3979,268,589,15164
711,3989,255,585,15171
712,3998,256,574,15172
713,4044,237,570,15149
714,4044,244,560,15152
715,4044,256,562,15138
716,4017,260,580,15143
717,4019,254,595,15132
718,4051,239,595,15115
719,4062,241,594,15103
720,4066,243,589,15102
721,4065,261,569,15105
722,4083,255,580,15082
723,4107,243,567,15083
724,4108,254,573,15065
725,4109,253,575,15063
726,4135,232,577,15056
727,4140,241,565,15054
728,4115,271,570,15044
729,4108,265,595,15032
730,4120,238,598,15044
